,val_acc,acc,val_loss,loss
0,0.38782051282051283,0.46462128468122144,4.342921672723232,4.359839152649745
1,0.38782051282051283,0.47919463079819175,4.261870286403558,4.267228859840166
2,0.38782051358467495,0.49242569503025263,4.182317269154084,4.184412071688863
3,0.4374999992358379,0.5334611696456332,4.069396116794684,4.076221191117313
4,0.5641025641025641,0.6034515818722067,3.922116279602051,3.930342459290048
5,0.5961538446255219,0.6176414188579767,3.790623499796941,3.8122419205516547
6,0.6121794887078114,0.6318312560609066,3.701696842144697,3.7245983537525826
7,0.6250000015283242,0.642761265465763,3.6092132054842434,3.6519848548325915
8,0.652243591271914,0.6552253115097149,3.502906010701106,3.571482902153798
9,0.629807690779368,0.6542665387045732,3.5144382623525767,3.5196651281354985
10,0.6314102548819321,0.6688398849929853,3.488532677674905,3.4502829574098524
11,0.6426282051282052,0.6676893576451024,3.4030394554138184,3.39342241127219
12,0.6891025625742399,0.6730584852075988,3.2913567347404284,3.3331359066876334
13,0.6907051282051282,0.6868648129021562,3.307102557940361,3.269698052575467
14,0.692307690779368,0.690891658711182,3.239782308920836,3.2270851903313758
15,0.6842948717948718,0.6813039310255078,3.2341489608471212,3.194982351575579
16,0.7051282066565293,0.7006711408138733,3.185038059185713,3.1269354464109425
17,0.7435897451180679,0.69971236804302,3.0631687946808643,3.0874451143515302
18,0.7339743589743589,0.7037392138520457,3.0486181577046714,3.0388785741701794
19,0.7099358959075732,0.7123681686411425,3.060946684617263,2.9831904644476945
20,0.7435897435897436,0.7104506232594484,2.985034649188702,2.9569536259396076
21,0.6955128205128205,0.7144774686798725,2.9897848765055337,2.910554645891272
22,0.7179487194770422,0.7175455415580325,2.912042642251039,2.8661380847371323
23,0.6410256394973168,0.7158197505933555,3.0337462853162718,2.8267259758705148
24,0.7532051282051282,0.7215723872299048,2.8204776629423485,2.788279539512422
25,0.7499999984716758,0.7321188877207206,2.7988827473078017,2.7435870226369037
26,0.7916666651383425,0.7286673058942318,2.6774420615954275,2.7123277219349906
27,0.7532051297334524,0.7290508148311311,2.702027522600614,2.6766736260082213
28,0.7131410271693499,0.7374880153975116,2.8246029829367614,2.6378216077360186
29,0.7948717964001191,0.7407478426126826,2.5617614648280997,2.5988533802709095
30,0.7451923076923077,0.7399808245903008,2.6417461052919045,2.5737129641630734
31,0.7051282051282052,0.7434324065653727,2.7544740041097007,2.53915651290323
32,0.7435897451180679,0.7432406519997725,2.616346157514132,2.4931336692287047
33,0.7948717948717948,0.7480345157054561,2.4699065257341433,2.4615279780138257
34,0.7676282066565293,0.7524448706113938,2.5151665271856847,2.4350284102779107
35,0.7644230753947527,0.7470757430831858,2.4779991125449157,2.4118797016052365
36,0.7868589758872986,0.7560882071406364,2.40424238718473,2.3702243928369833
37,0.7211538476821704,0.7530201341253228,2.554324529109857,2.337901004871723
38,0.7660256410256411,0.7474592522029566,2.3863039872585197,2.3241873020179433
39,0.6987179487179487,0.7564717162489777,2.5519036818773317,2.281058112681198
